源ID,源类,基102原表行号,问题条目,问题归属,规则包湿法映射命中,已确认NH3终态问题,治理候选关联待核,已量化数值变化项数,已量化数值变化污染物,原治理名称,NH3当前终态,NH3按现协议应有终态,当前取用治理类别,原设备对应治理类别,当前类别候选数,原设备类别候选数,B0源污染物参照记录行号
SRC-RAW-E6F864CEE3D716932DE6,工业锅炉,2696,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,37541；37542；37543；37544；37545；37546；37547；37548；37549
SRC-RAW-6B3646609D58950A5DAC,工业锅炉,2697,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,17768；17769；17770；17771；17772；17773；17774；17775；17776
SRC-RAW-F6A289C8361F708E7ECD,工业锅炉,2698,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,40295；40296；40297；40298；40299；40300；40301；40302；40303
SRC-RAW-C0BDF62A7EABF6E5A5C7,工业锅炉,2726,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,0,31619；31620；31621；31622；31623；31624；31625；31626；31627
SRC-RAW-359C6F5F973D7A831907,工业锅炉,2730,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,8678；8679；8680；8681；8682；8683；8684；8685；8686
SRC-RAW-E554E034D7527B6F1FF6,工业锅炉,2731,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,37316；37317；37318；37319；37320；37321；37322；37323；37324
SRC-RAW-8188683F65489B0CDE6C,工业锅炉,2738,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,21413；21414；21415；21416；21417；21418；21419；21420；21421
SRC-RAW-D06879EDD4051369656A,火电热力,2745,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,2,33959；33960；33961；33962；33963；33964；33965；33966；33967
SRC-RAW-CE512E072868B79C26FD,火电热力,2746,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,2,33617；33618；33619；33620；33621；33622；33623；33624；33625
SRC-RAW-701DFEA81EC8DE6913A8,工业锅炉,2804,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,18497；18498；18499；18500；18501；18502；18503；18504；18505
SRC-RAW-3773392A01F3A2325FB8,工业锅炉,2808,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,8912；8913；8914；8915；8916；8917；8918；8919；8920
SRC-RAW-E15DB01DCBB71669921A,工业锅炉,2810,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,36785；36786；36787；36788；36789；36790；36791；36792；36793
SRC-RAW-570F09E022C953AB412E,工业锅炉,2811,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,14303；14304；14305；14306；14307；14308；14309；14310；14311
SRC-RAW-9ABC48AF22E5E29A5A80,工业锅炉,2838,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,25517；25518；25519；25520；25521；25522；25523；25524；25525
SRC-RAW-B960A302E802DF2B774D,工业锅炉,2839,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,30440；30441；30442；30443；30444；30445；30446；30447；30448
SRC-RAW-58D392F757D993DA26E3,工业锅炉,2840,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,14636；14637；14638；14639；14640；14641；14642；14643；14644
SRC-RAW-B5908C0301AA9D0E6E94,工业锅炉,2841,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,2,0,29801；29802；29803；29804；29805；29806；29807；29808；29809
SRC-RAW-D14BA715E55C24E291A7,工业锅炉,2880,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,34130；34131；34132；34133；34134；34135；34136；34137；34138
SRC-RAW-B3213B6CA969CD54A800,工业锅炉,2903,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,29378；29379；29380；29381；29382；29383；29384；29385；29386
SRC-RAW-B4ADA3FD95BF8CF2C554,工业锅炉,2956,F02_湿式治理成分遗漏；F03_NH3终态判定,规则包映射；参照生成程序及核算引擎,True,True,False,0,,机械+湿法除尘法,not_involved,calculated（经验零）,,,,,29576；29577；29578；29579；29580；29581；29582；29583；29584
SRC-RAW-0380C629EC4DDD7F3CE7,工业锅炉,2960,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,578；579；580；581；582；583；584；585；586
SRC-RAW-82B5E171E5A1637B8B24,工业锅炉,2971,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,21719；21720；21721；21722；21723；21724；21725；21726；21727
SRC-RAW-A69675A381C3F18A8EFC,工业锅炉,2978,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,27488；27489；27490；27491；27492；27493；27494；27495；27496
SRC-RAW-0A1C442720A5D0A0B25E,工业锅炉,2979,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,1622；1623；1624；1625；1626；1627；1628；1629；1630
SRC-RAW-618565C484D6DB8278DB,工业锅炉,2980,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,16040；16041；16042；16043；16044；16045；16046；16047；16048
SRC-RAW-AD3321CD5519C4AFA0B9,工业锅炉,2981,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,28388；28389；28390；28391；28392；28393；28394；28395；28396
SRC-RAW-1B4454155E3E441B9D8D,工业锅炉,2990,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,4664；4665；4666；4667；4668；4669；4670；4671；4672
SRC-RAW-73110D32EB4CDA304ABB,工业锅炉,2992,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,19019；19020；19021；19022；19023；19024；19025；19026；19027
SRC-RAW-1EB7C13F069907F85625,火电热力,2997,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,5195；5196；5197；5198；5199；5200；5201；5202；5203
SRC-RAW-3873ED2380D11ED91A77,火电热力,2998,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,9155；9156；9157；9158；9159；9160；9161；9162；9163
SRC-RAW-4EBBE2E88B7A42C41150,工业锅炉,3043,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,2,12926；12927；12928；12929；12930；12931；12932；12933；12934
SRC-RAW-7452B425E0731BA4BBD2,工业锅炉,3044,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,2,19253；19254；19255；19256；19257；19258；19259；19260；19261
SRC-RAW-95B625A17C5D341D28C2,工业锅炉,3045,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,2,24725；24726；24727；24728；24729；24730；24731；24732；24733
SRC-RAW-DAEA899F623DBE4006C6,工业锅炉,3046,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,2,35732；35733；35734；35735；35736；35737；35738；35739；35740
SRC-RAW-8A769848E39A4E232A92,工业锅炉,3047,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,22889；22890；22891；22892；22893；22894；22895；22896；22897
SRC-RAW-7E2E36EA91A2F6850F7C,工业锅炉,3048,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,20801；20802；20803；20804；20805；20806；20807；20808；20809
SRC-RAW-73ED7D681FC9EE9EE200,工业锅炉,3049,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,19172；19173；19174；19175；19176；19177；19178；19179；19180
SRC-RAW-6B8DD9A6ED25B850DE12,工业锅炉,3050,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,12,17813；17814；17815；17816；17817；17818；17819；17820；17821
SRC-RAW-6A9A6E219B1F23BE8769,工业锅炉,3053,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,17678；17679；17680；17681；17682；17683；17684；17685；17686
SRC-RAW-93CE55C0174278EDEF6C,工业锅炉,3073,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,24374；24375；24376；24377；24378；24379；24380；24381；24382
SRC-RAW-008874CA96532DE69412,火电热力,3106,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,2,74；75；76；77；78；79；80；81；82
SRC-RAW-19243970285876D8A16A,火电热力,3124,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,4241；4242；4243；4244；4245；4246；4247；4248；4249
SRC-RAW-36EAF9C679177C3289B0,火电热力,3125,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,8840；8841；8842；8843；8844；8845；8846；8847；8848
SRC-RAW-8CA8D5C1B75AFE3065FA,工业锅炉,3126,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,23321；23322；23323；23324；23325；23326；23327；23328；23329
SRC-RAW-25D8A18C654764C34610,工业锅炉,3127,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,6203；6204；6205；6206；6207；6208；6209；6210；6211
SRC-RAW-73C97D813A584BCC6299,工业锅炉,3132,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,2,19145；19146；19147；19148；19149；19150；19151；19152；19153
SRC-RAW-03ABB1AEDFD3D9F93EC2,工业锅炉,3133,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,605；606；607；608；609；610；611；612；613
SRC-RAW-9DE65DF9B36AA19EAFB2,工业锅炉,3134,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,26120；26121；26122；26123；26124；26125；26126；26127；26128
SRC-RAW-8099EA4E9D59B114EDF6,工业锅炉,3135,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,21224；21225；21226；21227；21228；21229；21230；21231；21232
SRC-RAW-FBC6A863EC966C6D4697,工业锅炉,3167,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,41069；41070；41071；41072；41073；41074；41075；41076；41077
SRC-RAW-0109432DE0E295CD5108,火电热力,3188,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,155；156；157；158；159；160；161；162；163
SRC-RAW-FCE03F847AF31F5EF8CA,火电热力,3189,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,41321；41322；41323；41324；41325；41326；41327；41328；41329
SRC-RAW-994B355570EDFB2B8E4A,火电热力,3191,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,25319；25320；25321；25322；25323；25324；25325；25326；25327
SRC-RAW-2031C9CF41A78A40DCC9,火电热力,3192,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,5519；5520；5521；5522；5523；5524；5525；5526；5527
SRC-RAW-0CE8D8ABDD013A9A4978,火电热力,3193,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,2144；2145；2146；2147；2148；2149；2150；2151；2152
SRC-RAW-D8333CABBDCF22B6AB37,工业锅炉,3194,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,35210；35211；35212；35213；35214；35215；35216；35217；35218
SRC-RAW-78AF19BE69568FDAA025,工业锅炉,3195,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,19892；19893；19894；19895；19896；19897；19898；19899；19900
SRC-RAW-ACC54AF3A51272441AAE,工业锅炉,3213,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,0,28298；28299；28300；28301；28302；28303；28304；28305；28306
SRC-RAW-FC093BE0133ABAA26D04,工业锅炉,3214,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,0,41123；41124；41125；41126；41127；41128；41129；41130；41131
SRC-RAW-820EE5B241C017792DBD,工业锅炉,3229,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,21521；21522；21523；21524；21525；21526；21527；21528；21529
SRC-RAW-99293698992DBFEBD85E,火电热力,3259,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,3,0,25274；25275；25276；25277；25278；25279；25280；25281；25282
SRC-RAW-646972BF5DBEF8784EA3,火电热力,3284,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,3,16589；16590；16591；16592；16593；16594；16595；16596；16597
SRC-RAW-2ACE0CAADC82D19FC682,火电热力,3285,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,3,6923；6924；6925；6926；6927；6928；6929；6930；6931
SRC-RAW-6F501A6BB6E4BD246D1D,火电热力,3286,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,3,18407；18408；18409；18410；18411；18412；18413；18414；18415
SRC-RAW-24E2C8F85D041A7DDEA0,工业锅炉,3355,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,6059；6060；6061；6062；6063；6064；6065；6066；6067
SRC-RAW-2176187F1A41EC1F36DD,工业锅炉,3413,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,4,3,5627；5628；5629；5630；5631；5632；5633；5634；5635
SRC-RAW-8377125F18F12506D367,工业锅炉,3439,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,21827；21828；21829；21830；21831；21832；21833；21834；21835
SRC-RAW-A070D68673392E11AE9E,工业锅炉,3453,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,26606；26607；26608；26609；26610；26611；26612；26613；26614
SRC-RAW-5370869516B1CF95C5AB,工业锅炉,3454,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,13628；13629；13630；13631；13632；13633；13634；13635；13636
SRC-RAW-67410B8672B15BCF6B7D,工业锅炉,3475,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,17093；17094；17095；17096；17097；17098；17099；17100；17101
SRC-RAW-D2F4F92D0954B6DA756E,工业锅炉,3476,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,34283；34284；34285；34286；34287；34288；34289；34290；34291
SRC-RAW-38D55BB8E485BFCBEC71,工业锅炉,3477,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,9227；9228；9229；9230；9231；9232；9233；9234；9235
SRC-RAW-D4530217F879F9441125,工业锅炉,3551,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,34544；34545；34546；34547；34548；34549；34550；34551；34552
SRC-RAW-11106FC4ED2D1C1D77C3,工业锅炉,3613,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,2855；2856；2857；2858；2859；2860；2861；2862；2863
SRC-RAW-69B1D469AF1B6A7C5298,工业锅炉,3614,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,17516；17517；17518；17519；17520；17521；17522；17523；17524
SRC-RAW-57AC888C3400CDB174B6,工业锅炉,3620,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,14429；14430；14431；14432；14433；14434；14435；14436；14437
SRC-RAW-52F0EF27AF815A7B2D1C,火电热力,3669,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,3,13538；13539；13540；13541；13542；13543；13544；13545；13546
SRC-RAW-1B95D2CA3FCBF36608A1,工业锅炉,3755,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,4709；4710；4711；4712；4713；4714；4715；4716；4717
SRC-RAW-A76B7757E313A9932413,工业锅炉,3756,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,27605；27606；27607；27608；27609；27610；27611；27612；27613
SRC-RAW-047C6273DD06796C5C23,工业锅炉,3771,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,740；741；742；743；744；745；746；747；748
SRC-RAW-4FA3C26E8875FD34E1E8,工业锅炉,3772,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,13043；13044；13045；13046；13047；13048；13049；13050；13051
SRC-RAW-A015A5ABFFB14433B3D1,工业锅炉,3800,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,5,26525；26526；26527；26528；26529；26530；26531；26532；26533
SRC-RAW-575570EC8DB517AA8CF5,工业锅炉,3801,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,5,14366；14367；14368；14369；14370；14371；14372；14373；14374
SRC-RAW-B2D12B18EDD6CCA26046,工业锅炉,3802,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,5,29333；29334；29335；29336；29337；29338；29339；29340；29341
SRC-RAW-01336EF744A5681D73EF,工业锅炉,3803,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,5,191；192；193；194；195；196；197；198；199
SRC-RAW-07BACD2475FBECD5911D,工业锅炉,3804,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,5,1235；1236；1237；1238；1239；1240；1241；1242；1243
SRC-RAW-D4FF57BA0C9E6F57EBEF,工业锅炉,3805,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,5,34688；34689；34690；34691；34692；34693；34694；34695；34696
SRC-RAW-08487A23413ABD86C756,工业锅炉,3806,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,5,1352；1353；1354；1355；1356；1357；1358；1359；1360
SRC-RAW-B6B4839CDCF33FE98EFA,工业锅炉,3839,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,29999；30000；30001；30002；30003；30004；30005；30006；30007
SRC-RAW-2CA83F3109A175A47C42,工业锅炉,3854,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,7265；7266；7267；7268；7269；7270；7271；7272；7273
SRC-RAW-37F0982A1ADBD5518794,火电热力,3892,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,3,9065；9066；9067；9068；9069；9070；9071；9072；9073
SRC-RAW-DE064C6CB36668D04305,火电热力,3893,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,3,36173；36174；36175；36176；36177；36178；36179；36180；36181
SRC-RAW-9DB0FCA44BB323504B82,工业锅炉,3910,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,26066；26067；26068；26069；26070；26071；26072；26073；26074
SRC-RAW-52E07F5C31FBAB39185B,工业锅炉,3945,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,13511；13512；13513；13514；13515；13516；13517；13518；13519
SRC-RAW-5DD8916B496891A18FEE,工业锅炉,3996,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,15500；15501；15502；15503；15504；15505；15506；15507；15508
SRC-RAW-BE2999A8F9E6B8742D32,工业锅炉,3997,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,31214；31215；31216；31217；31218；31219；31220；31221；31222
SRC-RAW-E18FF30F3E908AAEF694,工业锅炉,3998,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,36803；36804；36805；36806；36807；36808；36809；36810；36811
SRC-RAW-728FC7518876112004D5,工业锅炉,4063,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,18920；18921；18922；18923；18924；18925；18926；18927；18928
SRC-RAW-10A13A1E06AB380CB6A7,工业锅炉,4089,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,2792；2793；2794；2795；2796；2797；2798；2799；2800
SRC-RAW-D374030AB2314D664E08,工业锅炉,4090,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,34382；34383；34384；34385；34386；34387；34388；34389；34390
SRC-RAW-D4572E2B07FC911E6C1A,工业锅炉,4113,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,34553；34554；34555；34556；34557；34558；34559；34560；34561
SRC-RAW-C2BE736B5CB2FADAA9BC,工业锅炉,4115,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,31979；31980；31981；31982；31983；31984；31985；31986；31987
SRC-RAW-86D92D6F395BAB605153,工业锅炉,4201,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,22367；22368；22369；22370；22371；22372；22373；22374；22375
SRC-RAW-42641097AF253E1615D3,工业锅炉,4241,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,10847；10848；10849；10850；10851；10852；10853；10854；10855
SRC-RAW-B489222605488C21FC3D,工业锅炉,4267,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,29558；29559；29560；29561；29562；29563；29564；29565；29566
SRC-RAW-78D3BC298F6AC43A9719,工业锅炉,4268,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,19901；19902；19903；19904；19905；19906；19907；19908；19909
SRC-RAW-6BBB6246129B49B9361A,工业锅炉,4276,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,17831；17832；17833；17834；17835；17836；17837；17838；17839
SRC-RAW-7B4BC8539352DD563012,火电热力,4301,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,2,20324；20325；20326；20327；20328；20329；20330；20331；20332
SRC-RAW-39F79DE3E1F2B10AD763,火电热力,4302,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,2,9416；9417；9418；9419；9420；9421；9422；9423；9424
SRC-RAW-179DE2302B7639EA7357,火电热力,4303,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,2,3962；3963；3964；3965；3966；3967；3968；3969；3970
SRC-RAW-3C2BFE2821CAF6CED5D7,火电热力,4304,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,2,9731；9732；9733；9734；9735；9736；9737；9738；9739
SRC-RAW-B186FE87FB747B3754C6,工业锅炉,4320,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,29162；29163；29164；29165；29166；29167；29168；29169；29170
SRC-RAW-E64D8F17B7357640302C,工业锅炉,4321,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,37460；37461；37462；37463；37464；37465；37466；37467；37468
SRC-RAW-FD4B863F65E402FDD564,工业锅炉,4341,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,41420；41421；41422；41423；41424；41425；41426；41427；41428
SRC-RAW-6977CEB5139038A34DE0,工业锅炉,4391,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,17444；17445；17446；17447；17448；17449；17450；17451；17452
SRC-RAW-177FD00257652B5476F8,工业锅炉,4424,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,3935；3936；3937；3938；3939；3940；3941；3942；3943
SRC-RAW-8917622DBFA5CD075805,工业锅炉,4425,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,22736；22737；22738；22739；22740；22741；22742；22743；22744
SRC-RAW-968567C43C72F0E8EC36,工业锅炉,4470,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,0,24824；24825；24826；24827；24828；24829；24830；24831；24832
SRC-RAW-2764B878824035562904,工业锅炉,4472,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,2,0,6419；6420；6421；6422；6423；6424；6425；6426；6427
SRC-RAW-DC7D44874A7DF9C1D655,工业锅炉,4473,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,2,0,35957；35958；35959；35960；35961；35962；35963；35964；35965
SRC-RAW-3D447F563FD56393747F,工业锅炉,4653,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,9947；9948；9949；9950；9951；9952；9953；9954；9955
SRC-RAW-C59491EDFED61D0E73D3,工业锅炉,4654,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,32447；32448；32449；32450；32451；32452；32453；32454；32455
SRC-RAW-261D4050960B16F27DCB,工业锅炉,4711,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,1,6230；6231；6232；6233；6234；6235；6236；6237；6238
SRC-RAW-C92A6E51F7F310987024,工业锅炉,4713,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,32879；32880；32881；32882；32883；32884；32885；32886；32887
SRC-RAW-CE555635AE9F9797CA9F,工业锅炉,4714,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,33626；33627；33628；33629；33630；33631；33632；33633；33634
SRC-RAW-8F3B3285E68C5A270956,工业锅炉,4720,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,23708；23709；23710；23711；23712；23713；23714；23715；23716
SRC-RAW-57142DC32337D97DC9E7,工业锅炉,4726,F02_湿式治理成分遗漏；F03_NH3终态判定,规则包映射；参照生成程序及核算引擎,True,True,False,2,PM10；PM2.5,机械+湿法除尘法,not_involved,calculated（经验零）,,,,,14321；14322；14323；14324；14325；14326；14327；14328；14329
